"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","목재생산업구분코드명","목재생산업종류명","취급목재제품","인력보유현황","년간생산량","자본금","상태구분명",
"156","원목생산업","09_27_02_P","5090000","509000090201300013","2013-11-06","","03","폐업","3","폐업","","","","","","","","","경상북도 영주시 철탄길 91 (영주동)","750-906","중기산업","2026-02-09 17:35:48","U","2026-02-11 02:40:00","","344872.63580045","371220.291015737","원목생산업","2종","입목, 죽 등","1","5000","10","폐업",
"157","원목생산업","09_27_02_P","3940000","394000090201400007","2014-02-12","","01","영업/정상","1","정상","","","","","","","","경기도 고양시 일산동구 지영동 1062","경기도 고양시 일산동구 통일로1267번길 143-70 (지영동)","10255","고양경일에너지주식회사","2026-02-09 17:11:49","U","2026-02-11 02:40:00","","185675.811269863","468576.058616136","원목생산업","2종","원목","1","0","52","영업",
"158","원목생산업","09_27_02_P","4221000","422100090202100001","2021-10-15","","03","폐업","3","폐업","","","","","","","","강원특별자치도 태백시 황지동 273-334","강원특별자치도 태백시 황지로 248 (황지동)","26025","㈜서윤임업","2026-02-09 16:30:03","U","2026-02-11 02:40:00","","376194.62586046","410355.415528136","원목생산업","1종","","1","0","90","폐업",
"159","원목생산업","09_27_02_P","4281000","428100090201300009","2013-11-13","","03","폐업","3","폐업","","","","","","","","","강원특별자치도 평창군 평창읍 서동로 1999","232-803","청림농원","2026-02-09 13:13:12","U","2026-02-11 02:40:00","","324570.235771574","433753.057143349","원목생산업","2종","원목","기능2급","0","10","폐업",
"160","원목생산업","09_27_02_P","4281000","428100090201400001","2014-09-11","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 대화면 대화리 1953-11 문화맨션","강원특별자치도 평창군 대화면 문화택지길 45 (문화맨션)","25356","솔바람영림단","2026-02-09 14:44:34","U","2026-02-11 02:40:00","","328457.577786978","444092.751006693","원목생산업","2종","원목","","0","10","영업",
"161","원목생산업","09_27_02_P","4281000","428100090201500001","2015-06-16","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 평창읍 백오로 138","232-806","***","2026-02-09 14:50:02","U","2026-02-11 02:40:00","","323736.28334607","430402.990882922","원목생산업","2종","원목","","0","10","영업",
"162","원목생산업","09_27_02_P","4281000","428100090201500002","2015-06-24","","03","폐업","3","폐업","","","","","","","","","강원특별자치도 평창군 방림면 여우재길 469-24","","개미벌목","2026-02-09 14:54:57","U","2026-02-11 02:40:00","","","","원목생산업","2종","원목","","0","10","폐업",
"163","원목생산업","09_27_02_P","4281000","428100090201500003","2015-10-20","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 평창읍 천동길 29-12","","***","2026-02-09 14:59:59","U","2026-02-11 02:40:00","","321613.338264441","427362.387828112","원목생산업","2종","원목","","0","0","영업",
"164","원목생산업","09_27_02_P","4281000","428100090201600001","2016-05-13","","03","폐업","3","폐업","","","","","","","","","강원특별자치도 평창군 대화면 대화중앙로 65","25359","***","2026-02-09 15:08:02","U","2026-02-11 02:40:00","","328741.187712892","444636.098106449","원목생산업","2종","원목","","0","0","폐업",
"165","원목생산업","09_27_02_P","4281000","428100090201600002","2016-10-28","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 평창읍 종부로 73","","***","2026-02-09 15:10:05","U","2026-02-11 02:40:00","","322992.529028328","429553.956772619","원목생산업","2종","원목","교육이수 40시간","0","10","영업",
"166","원목생산업","09_27_02_P","4281000","428100090201600003","2016-11-07","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 방림면 방림리 172-3","강원특별자치도 평창군 방림면 평창대로 222","25365","평창임업사업단","2026-02-09 15:12:24","U","2026-02-11 02:40:00","","326950.954085648","438885.038426544","원목생산업","2종","용재 및 펄프","원목생산업교육35시간이수","5000","10","영업",
"167","원목생산업","09_27_02_P","4281000","428100090201600005","2016-12-23","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 평창읍 하일리 125-3","강원특별자치도 평창군 평창읍 하일1길 18","25367","용국임업","2026-02-09 15:15:37","U","2026-02-11 02:40:00","","319876.73570769","433428.298786151","원목생산업","2종","원목","","5000","10","영업",
"168","원목생산업","09_27_02_P","4281000","428100090201700003","2017-04-11","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 용평면 노동리 164-3","강원특별자치도 평창군 용평면 운두령로 749","25312","노동임업","2026-02-09 15:28:41","U","2026-02-11 02:40:00","","329445.580294854","466323.468763303","원목생산업","2종","원목","1","0","10","영업",
"169","원목생산업","09_27_02_P","4281000","428100090201700004","2017-08-16","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 대화면 대화1길 17","25359","***","2026-02-09 15:30:50","U","2026-02-11 02:40:00","","328546.241411583","445058.714557925","원목생산업","2종","원목","장명자(원목생산업 기본교육)","0","10","영업",
"170","원목생산업","09_27_02_P","4281000","428100090201700007","2017-10-10","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 평창읍 마지리 666-51","강원특별자치도 평창군 평창읍 마지2길 8","25378","남부임업","2026-02-09 15:43:07","U","2026-02-11 02:40:00","","322105.108393037","425260.335487542","원목생산업","2종","원목","1명","0","10","영업",
"171","원목생산업","09_27_02_P","4281000","428100090201800003","2018-02-13","","03","폐업","3","폐업","","","","","","","","강원특별자치도 평창군 평창읍 주진리 485-1 대한노인회주진리경로당","강원특별자치도 평창군 평창읍 용항상촌길 7, 대한노인회주진리경로당","25369","성림임업","2026-02-09 16:15:26","U","2026-02-11 02:40:00","","324242.873100371","433472.603493613","원목생산업","2종","원목","1명","5000","10","폐업",
"172","원목생산업","09_27_02_P","4281000","428100090201300025","2013-12-09","","03","폐업","3","폐업","","","","","","","","","강원특별자치도 평창군 용평면 경강로 2764-58","","오대임업","2026-02-09 14:09:54","U","2026-02-11 02:40:00","","","","원목생산업","2종","원목","","0","10","폐업",
"173","원목생산업","09_27_02_P","4281000","428100090201800001","2018-01-25","","03","폐업","3","폐업","","","","","","","","강원특별자치도 평창군 대화면 대화리 1001-10","강원특별자치도 평창군 대화면 대화3길 38","25358","주식회사 대화임업","2026-02-09 16:08:18","U","2026-02-11 02:40:00","","328550.354518396","445247.155607769","원목생산업","2종","원목","","4900","10","폐업",
"174","원목생산업","09_27_02_P","4281000","428100090201800005","2018-06-27","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 대화면 웃대화길 65-9","25355","***","2026-02-09 16:34:15","U","2026-02-11 02:40:00","","329255.451578589","446259.423752676","원목생산업","2종","원목","1명","5000","10","영업",
"175","원목생산업","09_27_02_P","4281000","428100090201700006","2017-10-10","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 미탄면 미탄시장길 14","25382","청옥임업","2026-02-09 15:46:39","U","2026-02-11 02:40:00","","332759.941306903","427633.108635338","원목생산업","2종","원목","1명","0","10","영업",
"176","원목생산업","09_27_02_P","4281000","428100090201700005","2017-09-14","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 평창읍 하리 346-4","강원특별자치도 평창군 평창읍 하평길 33-9","25374","건국임업","2026-02-09 15:39:58","U","2026-02-11 02:40:00","","322238.327858649","430298.435428895","원목생산업","1종","원목","산림경영기술2급 1명, 산림경영기능2그 1명","0","50","영업",
"177","원목생산업","09_27_02_P","4281000","428100090201800007","2018-12-07","","03","폐업","3","폐업","","","","","","","","강원특별자치도 평창군 대화면 신리 394","강원특별자치도 평창군 대화면 고토곡길 376-11","25354","***","2026-02-09 16:38:01","U","2026-02-11 02:40:00","","329998.207308127","452218.209719858","원목생산업","2종","원목","","0","0","폐업",
"178","원목생산업","09_27_02_P","4201000","420100090201700002","2017-02-28","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 강릉시 강변로 364, 107동 202호 (입암동)","","***","2026-02-09 22:11:16","U","2026-02-11 02:40:00","","368061.02982767","474192.701507354","원목생산업","2종","원목","","0","0","영업",
"179","원목생산업","09_27_02_P","4201000","420100090201700007","2017-07-03","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 강릉시 원대로20번길 4-1 (교동)","25506","***","2026-02-09 22:15:54","U","2026-02-11 02:40:00","","365815.173156109","474328.396293205","원목생산업","2종","원목","","0","0","영업",
"180","원목생산업","09_27_02_P","4201000","420100090201700003","2017-04-11","","01","영업/정상","1","정상","","","","","033-648-0628","","","","강원특별자치도 강릉시 용지로96번길 4-3 (포남동)","","***","2026-02-09 22:13:08","U","2026-02-11 02:40:00","","367944.560377226","474632.851870665","원목생산업","2종","원목","","0","15","영업",
"181","원목생산업","09_27_02_P","4201000","420100090201700004","2017-04-27","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 강릉시 가작로303번길 16, 2층 (포남동)","25478","***","2026-02-09 22:15:03","U","2026-02-11 02:40:00","","368035.541444557","476134.801171992","원목생산업","2종","원목","","0","0","영업",
"182","원목생산업","09_27_02_P","4281000","428100090201300022","2013-12-04","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 대화면 대화리 1951-2","강원특별자치도 평창군 대화면 문화택지길 42-2","","동진임업","2026-02-09 13:44:55","U","2026-02-11 02:40:00","","328394.962722036","444089.95577859","원목생산업","2종","원목","","0","10","영업",
"183","원목생산업","09_27_02_P","4201000","420100090201900001","2019-01-18","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 강릉시 왕산면 도마길 35-3","25639","***","2026-02-09 22:18:17","U","2026-02-11 02:40:00","","362494.885676192","464810.720111336","원목생산업","2종","원목","","0","0","영업",
"184","원목생산업","09_27_02_P","4201000","420100090201800003","2018-09-18","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 강릉시 보래미하길 23 (포남동)","25485","***","2026-02-09 22:17:30","U","2026-02-11 02:40:00","","368206.063790564","476105.163503163","원목생산업","2종","원목","","0","0","영업",
"185","원목생산업","09_27_02_P","4201000","420100090201900005","2019-09-18","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 강릉시 옥천동 282-4","강원특별자치도 강릉시 옥가로 27 (옥천동)","25551","강릉시산림조합","2026-02-09 22:21:26","U","2026-02-11 02:40:00","","367282.584199896","474618.081682626","원목생산업","1종","원목","","0","0","영업",
"186","원목생산업","09_27_02_P","4201000","420100090201900004","2019-04-17","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 강릉시 강동면 임곡로 1211","25629","***","2026-02-09 22:19:24","U","2026-02-11 02:40:00","","372944.14225891","462596.515057216","원목생산업","2종","원목","","0","0","영업",
"187","원목생산업","09_27_02_P","5670000","567000090202400001","2024-01-19","","01","영업/정상","1","정상","","","","","","","","경상남도 창원시 진해구 안골동 351-8 씨티빌","경상남도 창원시 진해구 안청남로6번길 10-1, 씨티빌 (안골동)","51609","창원임업","2026-02-09 16:21:07","U","2026-02-11 02:40:00","","364364.552354943","179411.910271335","원목생산업","1종","원목","정명서, 정용권","0","50","영업",
"188","원목생산업","09_27_02_P","4281000","428100090201300011","2013-11-13","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 평창읍 종부리 498-2","강원특별자치도 평창군 평창읍 종부로 40-19","25377","태산임업","2026-02-09 13:30:51","U","2026-02-11 02:40:00","","322982.118054097","429902.773959997","원목생산업","2종","원목","산림경영기능1급","0","10","영업",
"189","원목생산업","09_27_02_P","4281000","428100090201300013","2013-11-13","","03","폐업","3","폐업","","","","","","","","강원특별자치도 평창군 봉평면 창동리 421-14","강원특별자치도 평창군 봉평면 기풍로 103-2","25304","육림임업","2026-02-09 13:32:08","U","2026-02-11 02:40:00","","321580.988790909","457514.135256078","원목생산업","2종","원목","임목생산업 교육 수료","0","10","폐업",
"190","원목생산업","09_27_02_P","4281000","428100090201300019","2013-12-04","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 진부면 진벌1길 74","","삼일제재소","2026-02-09 13:53:12","U","2026-02-11 02:40:00","","338540.178640163","462500.681623547","원목생산업","2종","원목","","0","30","영업",
"191","원목생산업","09_27_02_P","4281000","428100090201300020","2013-12-04","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 방림면 평창대로 222","","평창임업","2026-02-09 13:50:47","U","2026-02-11 02:40:00","","326950.954085648","438885.038426544","원목생산업","2종","원목","","0","10","영업",
"192","원목생산업","09_27_02_P","4281000","428100090201300021","2013-12-04","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 대화면 웃대화길 65-9","","백두대간 임업","2026-02-09 13:49:09","U","2026-02-11 02:40:00","","329255.451578589","446259.423752676","원목생산업","2종","원목","","0","10","영업",
"193","원목생산업","09_27_02_P","3820000","382000090202200001","2022-12-23","","01","영업/정상","1","정상","","","","","","","","경기도 의정부시 가능동 227-1","경기도 의정부시 호국로 1168-1, 2층 (가능동)","11660","수빈임업","2026-02-09 16:01:35","U","2026-02-11 02:40:00","","202902.179621462","471169.202697602","원목생산업","2종","리기다소나무, 낙엽송 등","","5301","0","영업",
"194","원목생산업","09_27_02_P","4281000","428100090201700001","2017-01-13","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 대화면 대화리 1954-4","강원특별자치도 평창군 대화면 문화택지길 45-8","25356","문화임업","2026-02-09 15:19:43","U","2026-02-11 02:40:00","","328514.293710343","444134.86287001","원목생산업","2종","원목","","0","75","영업",
"195","원목생산업","09_27_02_P","5670000","567000090202300004","2023-08-24","","01","영업/정상","1","정상","","","","","055-339-4460","","","경상남도 창원시 마산회원구 내서읍 삼계리 254-1 청남우노프라자","경상남도 창원시 마산회원구 내서읍 광려로 41, 청남우노프라자 3층 303호","51240","금호그린바이오창원주식회사","2026-02-09 16:18:26","U","2026-02-11 02:40:00","","336753.489657903","192540.098729095","원목생산업","2종","원목","이장섭","5000","300","영업",
"196","원목생산업","09_27_02_P","4221000","422100090201400005","2014-03-19","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 태백시 청솔길 8, 102동 1007호 (황지동)","","박종덕","2026-02-09 20:03:00","U","2026-02-11 02:40:00","","376026.920538997","408769.773874892","원목생산업","2종","소나무, 잣나무, 낙엽송, 참나무 외","자격증 보유(박종덕)","2","10","영업",
"197","원목생산업","09_27_02_P","4221000","422100090201400006","2014-04-10","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 태백시 황지동 677","강원특별자치도 태백시 태백산로 5136 (황지동)","","주식회사 태산","2026-02-09 20:11:13","U","2026-02-11 02:40:00","","377023.857638988","406596.417069256","원목생산업","1종","소나무, 잣나무, 낙엽송, 참나무 외","","2","10","영업",
"198","원목생산업","09_27_02_P","4221000","422100090201400007","2014-05-27","","01","영업/정상","1","정상","","","","","553-6007","","","","강원특별자치도 태백시 고원로 336 (화전동)","","늘푸른영림단","2026-02-09 20:13:04","U","2026-02-11 02:40:00","","375440.480765504","410311.881132216","원목생산업","1종","원목,갱목,펄프목","","0","0","영업",
"199","원목생산업","09_27_02_P","4221000","422100090201500004","2015-11-23","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 태백시 번영로 289, 103동 304호 (황지동, 대산2차하이츠빌아파트)","26031","***","2026-02-09 20:26:04","U","2026-02-11 02:40:00","","376290.355038547","409307.40916923","원목생산업","2종","소나무, 잣나무, 낙엽송, 참나무 외","","0","10","영업",
"200","원목생산업","09_27_02_P","4221000","422100090201500002","2015-09-10","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 태백시 고원로 338 (황지동)","26038","***","2026-02-09 20:25:15","U","2026-02-11 02:40:00","","375410.783531887","410316.837118074","원목생산업","2종","소나무, 잣나무, 낙엽송, 참나무 외","","0","0","영업",
"201","원목생산업","09_27_02_P","4311000","431100090201300001","2013-11-08","","02","휴업","2","휴업","","","","","033-442-3714","","","강원특별자치도 화천군 화천읍 중리 148 평화빌리지","강원특별자치도 화천군 화천읍 산수화로 130-4, B동 201호 (평화빌리지)","24114","화천임업","2026-02-09 17:35:40","U","2026-02-11 02:40:00","","262535.761981418","512747.73244048","원목생산업","2종","원목","1","1200","10","휴업",
"202","원목생산업","09_27_02_P","5360000","536000090202500001","2025-02-18","","01","영업/정상","1","정상","","","","","055-356-3738","","","경상남도 밀양시 교동 861-2","경상남도 밀양시 밀양대로 2124, 주식회사 숲아리랑 (교동)","50421","주식회사 케이우드","2026-02-09 09:12:12","U","2026-02-11 02:40:00","","359199.064679482","224107.059688766","원목생산업","1종","원목 생산","","0","0","영업",
"203","원목생산업","09_27_02_P","5670000","567000090201900002","2019-02-01","","01","영업/정상","1","정상","","","","","055-255-5639","","","경상남도 창원시 의창구 대산면 유등리 325-3","경상남도 창원시 의창구 대산면 유등로 377","51122","대찬","2026-02-09 16:18:59","U","2026-02-11 02:40:00","","358500.891316764","206366.209494755","원목생산업","2종","원목","","0","0","영업",
"204","원목생산업","09_27_02_P","4580000","458000090202600001","2026-02-10","","01","영업/정상","1","정상","","","","","","","","충청남도 서천군 장항읍 창선1리 160-4","충청남도 서천군 장항읍 장서로30번길 11","33673","서천산림","2026-02-10 19:40:28","I","2026-02-12 00:20:02","","172793.267003052","278949.102763997","원목생산업","2종","","","0","20","영업",
"205","원목생산업","09_27_02_P","5150000","515000090202600003","2026-02-10","","01","영업/정상","1","정상","","","","","","","","","충청북도 괴산군 불정면 목도로 58, 102호","28002","***","2026-02-10 09:27:31","I","2026-02-12 00:20:02","","275883.109657584","375104.029455754","원목생산업","2종","원목생산업 2종","","0","10","영업",
"206","원목생산업","09_27_02_P","5310000","531000090201700001","2017-06-26","","01","영업/정상","1","정상","","","","","","","","경상남도 진주시 하대동 641-33 진주쌍용아파트","경상남도 진주시 말티고개로108번길 7, 진주쌍용아파트 상가동 2층 202호 (하대동)","52742","진주임업","2026-02-10 09:59:37","U","2026-02-12 02:40:00","","301347.707135459","189119.412114883","원목생산업","2종","원목","","0","0","영업",
"207","원목생산업","09_27_02_P","5200000","520000090201300003","2013-10-31","","01","영업/정상","1","정상","","","","","","","","","경상북도 고령군 운수면 신간1길 73","40123","***","2026-02-10 18:22:42","U","2026-02-12 02:40:00","","318861.959360385","254644.392337865","원목생산업","2종","","전문인력 양성기관 35시간 이상 원목생산 교육 이수","2000","10","영업",
"208","원목생산업","09_27_02_P","5120000","512000090201300003","2013-08-02","","03","폐업","3","폐업","","","","","","","","","경상북도 문경시 영순면 김용2길 7-6","36939","***","2026-02-10 16:15:44","U","2026-02-12 02:40:00","","309115.691104856","343815.58356457","원목생산업","2종","원목","","0","0","폐업",
"209","원목생산업","09_27_02_P","5120000","512000090201300004","2013-08-02","","03","폐업","3","폐업","","","","","","","","경상북도 문경시 공평동 429-9","","","***","2026-02-10 16:17:58","U","2026-02-12 02:40:00","","305933.78545792","345280.683962171","원목생산업","2종","원목","","0","0","폐업",
"210","원목생산업","09_27_02_P","5120000","512000090201300002","2013-07-29","","03","폐업","3","폐업","","","","","","","","","경상북도 문경시 안불정길 88(불정동)","36987","***","2026-02-10 16:18:27","U","2026-02-12 02:40:00","","300962.504991444","348021.234843145","원목생산업","2종","원목","","0","0","폐업",
"211","원목생산업","09_27_02_P","5120000","512000090201300006","2013-08-07","","01","영업/정상","1","정상","","","","","054-555-2504","","","경상북도 문경시 점촌동 263-8","경상북도 문경시 중앙7길 3-2 (점촌동)","36970","***","2026-02-10 16:12:12","U","2026-02-12 02:40:00","","307384.278281022","344413.290085419","원목생산업","2종","원목","","0","0","영업",
"212","원목생산업","09_27_02_P","5120000","512000090201300008","2013-08-19","","03","폐업","3","폐업","","","","","","","","경상북도 문경시 산북면 우곡리 297","","","***","2026-02-10 16:20:48","U","2026-02-12 02:40:00","","310831.2793663","356708.361189793","원목생산업","2종","원목","","0","0","폐업",
"213","원목생산업","09_27_02_P","5120000","512000090201300012","2013-11-12","","01","영업/정상","1","정상","","","","","553-6868","","","경상북도 문경시 유곡동 38-11","경상북도 문경시 유곡불정로 67 (유곡동)","745-240","삼림환경산업","2026-02-10 13:13:46","U","2026-02-12 02:40:00","","303985.493966149","347285.810882066","원목생산업","2종","원목","","0","0","영업",
"214","원목생산업","09_27_02_P","5120000","512000090201300013","2013-11-07","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 산양면 평지리 217","경상북도 문경시 산양면 상평지길 11","745-823","***","2026-02-10 16:20:23","U","2026-02-12 02:40:00","","310822.169780153","344792.043113659","원목생산업","2종","원목","","0","0","영업",
"215","원목생산업","09_27_02_P","5120000","512000090201300014","2013-11-25","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 모전동 264-1 현대아파트","경상북도 문경시 시청3길 10 (모전동, 현대아파트)","36980","***","2026-02-10 16:12:35","U","2026-02-12 02:40:00","","306279.494487568","343735.799441843","원목생산업","2종","원목","","0","0","영업",
"216","원목생산업","09_27_02_P","5120000","512000090201400005","2014-04-10","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 흥덕동 445-6 11통4반","경상북도 문경시 깃골길 35-3 (흥덕동)","745-889","***","2026-02-10 16:19:15","U","2026-02-12 02:40:00","","308044.718116767","345639.021548502","원목생산업","2종","원목","","0","0","영업",
"217","원목생산업","09_27_02_P","5120000","512000090201500002","2015-06-19","","01","영업/정상","1","정상","","","","","054-554-1511","","","경상북도 상주시 함창읍 대조리 433","경상북도 상주시 함창읍 당교로 127","37110","천정호","2026-02-10 13:12:36","U","2026-02-12 02:40:00","","305364.4598237","343006.681892344","원목생산업","2종","원목","","0","0","영업",
"218","원목생산업","09_27_02_P","5120000","512000090201600003","2016-05-10","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 모전동 474","경상북도 문경시 양지1길 7-4 (모전동)","36975","***","2026-02-10 16:10:18","U","2026-02-12 02:40:00","","306044.240550889","344138.80724908","원목생산업","2종","원목","","0","0","영업",
"219","원목생산업","09_27_02_P","5120000","512000090201800002","2018-05-02","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 산양면 연소리 22","경상북도 문경시 산양면 연소길 124-2","36934","***","2026-02-10 16:13:55","U","2026-02-12 02:40:00","","313616.857754342","346865.791392864","원목생산업","2종","원목","","0","0","영업",
"220","원목생산업","09_27_02_P","5120000","512000090201400006","2014-04-10","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 흥덕동 715-13 6통1반 한일연립 가동 103호","경상북도 문경시 돈달로 189,가동 103호 (흥덕동,한일연립)","745-891","***","2026-02-10 16:19:55","U","2026-02-12 02:40:00","","307579.946500131","345606.746119435","원목생산업","2종","원목","","0","0","영업",
"221","원목생산업","09_27_02_P","5120000","512000090201500001","2015-03-28","","01","영업/정상","1","정상","","","","","054-552-2721","","","경상북도 문경시 호계면 부곡리 340-1","경상북도 문경시 호계면 부곡안길 26","36927","***","2026-02-10 13:11:51","U","2026-02-12 02:40:00","","307641.626926376","354219.016607102","원목생산업","2종","원목","","0","10","영업",
"222","원목생산업","09_27_02_P","5120000","512000090201500006","2015-12-02","","01","영업/정상","1","정상","","","","","0545524144","","","경상북도 문경시 산양면 현리 156-4","경상북도 문경시 산양면 현리4길 26","36934","***","2026-02-10 16:10:53","U","2026-02-12 02:40:00","","312381.656921397","349382.536767108","원목생산업","2종","원목","","0","0","영업",
"223","원목생산업","09_27_02_P","5120000","512000090201500007","2015-12-14","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 점촌동 483-15","경상북도 문경시 기와골길 10-1 (점촌동)","36954","***","2026-02-10 13:15:56","U","2026-02-12 02:40:00","","306922.429483209","344140.112440882","원목생산업","2종","원목","","0","0","영업",
"224","원목생산업","09_27_02_P","5120000","512000090201600001","2016-02-01","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 흥덕동 796 그린연립주택","경상북도 문경시 흥덕로 22 (흥덕동, 그린연립주택)","36967","***","2026-02-10 15:42:05","U","2026-02-12 02:40:00","","307784.877293157","345052.097653728","원목생산업","2종","원목","","0","0","영업",
"225","원목생산업","09_27_02_P","5120000","512000090201600002","2016-02-04","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 영신동 519-2 206호","경상북도 문경시 영신4길 8 (영신동, 강변빌라)","36945","***","2026-02-10 16:10:00","U","2026-02-12 02:40:00","","308319.324020363","343883.775705242","원목생산업","2종","원목","","0","0","영업",
"226","원목생산업","09_27_02_P","5120000","512000090201600005","2016-12-23","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 동로면 간송리 827","경상북도 문경시 동로면 천주사길 21","36903","***","2026-02-10 16:09:06","U","2026-02-12 02:40:00","","317092.547827441","360842.727948851","원목생산업","2종","원목","","0","0","영업",
"227","원목생산업","09_27_02_P","5120000","512000090201400008","2014-10-07","","01","영업/정상","1","정상","","","","","","","","","경상북도 문경시 모전천길 36 (모전동)","36953","***","2026-02-10 16:09:40","U","2026-02-12 02:40:00","","306637.005542026","343972.88871172","원목생산업","2종","원목","","0","10","영업",
"228","원목생산업","09_27_02_P","5120000","512000090201700001","2017-12-12","","03","폐업","3","폐업","","","","","","","","경상북도 문경시 모전동 870 모전주공아파트 104동 902호","경상북도 문경시 매봉4길 25, 104동 902호 (모전동, 모전주공아파트)","36979","***","2026-02-10 16:13:13","U","2026-02-12 02:40:00","","305944.947017221","343590.356869032","원목생산업","2종","원목","","0","0","폐업",
"229","원목생산업","09_27_02_P","5120000","512000090201800001","2018-04-11","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 흥덕동 445-6","경상북도 문경시 깃골길 35-3 (흥덕동)","36961","***","2026-02-10 16:13:34","U","2026-02-12 02:40:00","","308044.718116767","345639.021548502","원목생산업","2종","원목","","0","0","영업",
"230","원목생산업","09_27_02_P","5100000","510000090201300003","2013-11-18","","01","영업/정상","1","정상","","","","","054-336-2096","","","경상북도 영천시 금호읍 신월리 101-2","경상북도 영천시 금호읍 신월숲길 44","38874","주식회사 동해","2026-02-10 09:41:04","U","2026-02-12 02:40:00","","371744.993502704","272739.612530933","원목생산업","2종","","기술교육이수자","5000","478","영업",
"231","원목생산업","09_27_02_P","5100000","510000090201400001","2014-03-25","","02","휴업","2","휴업","","","","","","","","","경상북도 영천시 금호읍 원제2길 16-8, 105동 102호","","안강임업","2026-02-10 09:17:43","U","2026-02-12 02:40:00","","371373.472730792","273058.491668191","원목생산업","2종","원목 등","1명","5000","10","휴업",
"232","원목생산업","09_27_02_P","5100000","510000090201600003","2016-09-26","","01","영업/정상","1","정상","","","","","","","","","경상북도 영천시 완산로 8-7 (완산동)","38893","나무나라임업","2026-02-10 09:42:26","U","2026-02-12 02:40:00","","374895.67837775","275138.729160465","원목생산업","2종","","1명","5000","10","영업",
"233","원목생산업","09_27_02_P","5090000","509000090201300007","2013-10-28","","01","영업/정상","1","정상","","","","","","","","경상북도 영주시 평은면 용혈리 858 13통2반","경상북도 영주시 평은면 문평로719번길 136-1","750-852","***","2026-02-10 14:37:10","U","2026-02-12 02:40:00","","347520.060811108","359982.784053911","원목생산업","2종","원목 등","1","5000","11","영업",
"234","원목생산업","09_27_02_P","5090000","509000090201300015","2013-09-04","","01","영업/정상","1","정상","","","","","","","","경상북도 영주시 휴천동 693-3","경상북도 영주시 구성로 258 (휴천동)","36161","신태","2026-02-10 14:37:33","U","2026-02-12 02:40:00","","345182.219617813","369549.849099024","원목생산업","2종","국산 목재","1명","5000","10","영업",
